Time,s	Temp1,C	Temp2,C	Temp3,C	Temp4,C	Freq, Hz	Deriv, Hz/s
19.761	42.373585	43.899677	999.900024	999.900024	2000007.875000	0.432483522857592375305421866
19.826	42.358490	43.848049	999.900024	999.900024	2000007.875000	-1.337169030848178572125421943
19.889	42.358490	43.848049	999.900024	999.900024	2000011.125000	-0.8704591760671868011727873577
19.952	42.327988	43.798611	999.900024	999.900024	2000011.125000	-0.793055918868342153449906433
20.016	42.292454	43.779522	999.900024	999.900024	2000011.125000	-1.1011076578367243684724079361
20.078	42.292454	43.779522	999.900024	999.900024	2000011.125000	0.2502254957168272129726066308
20.14	42.247169	43.733219	999.900024	999.900024	2000011.125000	1.5780139919214368118393485042
20.204	42.213837	43.708183	999.900024	999.900024	2000009.625000	1.2072887894474872700350729909
20.265	42.213837	43.708183	999.900024	999.900024	2000009.625000	3.2662468135031801915494431279
20.33	42.200943	43.663757	999.900024	999.900024	2000009.625000	-0.1274459549497291304906013294
20.392	42.200943	43.663757	999.900024	999.900024	2000011.125000	-2.3872242344418834376028975963
20.457	42.166668	43.638409	999.900024	999.900024	2000011.125000	-1.1839194439433886966184811998
20.521	42.143082	43.578022	999.900024	999.900024	2000011.125000	0.0125505158262004568387760737
20.582	42.143082	43.578022	999.900024	999.900024	2000011.125000	1.1933428714221735530369973379
20.646	42.085220	43.548298	999.900024	999.900024	2000011.125000	2.3720941846238358011435990911
20.708	42.057236	43.508869	999.900024	999.900024	2000011.125000	3.5633385041767000499776074356
20.769	42.057236	43.508869	999.900024	999.900024	2000011.125000	2.7843819347529993534551023945
20.836	42.048744	43.479462	999.900024	999.900024	2000009.625000	-0.008389050611142337021719252
20.897	42.048744	43.479462	999.900024	999.900024	2000007.875000	-4.637759703340223279054004851
20.962	41.999054	43.430958	999.900024	999.900024	2000007.875000	-6.8328796052005086236353146128
21.028	41.990253	43.383404	999.900024	999.900024	2000009.625000	-6.2497978234247556551676332632
21.09	41.990253	43.383404	999.900024	999.900024	2000011.125000	-3.720514279900905433978657824
21.156	41.944653	43.352425	999.900024	999.900024	2000012.750000	0.4959041610960288585547273697
21.218	41.892139	43.318005	999.900024	999.900024	2000012.750000	4.2179671839440570063011818446
21.281	41.892139	43.318005	999.900024	999.900024	2000011.125000	5.8370020154016833893468525285
21.345	41.885849	43.279522	999.900024	999.900024	2000009.625000	5.9474092210603318620908021411
21.41	41.867611	43.230083	999.900024	999.900024	2000009.625000	4.4297196327766843835810165816
21.471	41.867611	43.230083	999.900024	999.900024	2000007.875000	-1.1751240211684756995379576612
21.535	41.832390	43.194103	999.900024	999.900024	2000007.875000	-6.8515326005518871484664790226
21.599	41.832390	43.194103	999.900024	999.900024	2000011.125000	-6.7773327595908774949521697395
21.662	41.794651	43.170322	999.900024	999.900024	2000011.125000	-5.1527696771478563887514857991
21.723	41.746857	43.115566	999.900024	999.900024	2000011.125000	-1.3917328317096257530601235986
21.785	41.746857	43.115566	999.900024	999.900024	2000011.125000	2.8366854054598212746045698296
21.851	41.717297	43.093040	999.900024	999.900024	2000009.625000	3.7718850514006526207940997258
21.904	41.709118	43.055176	999.900024	999.900024	2000011.125000	4.7559417107666972579358612586
21.978	41.709118	43.055176	999.900024	999.900024	2000009.625000	3.6301050559654930472822478492
22.044	41.691826	42.996349	999.900024	999.900024	2000009.625000	0.206280221098908459023957343
22.121	41.652203	42.960686	999.900024	999.900024	2000012.750000	-0.1553713654477282988698155263
22.183	41.652203	42.960686	999.900024	999.900024	2000009.625000	-0.9791328860593454248439530622
22.234	41.605663	42.929081	999.900024	999.900024	2000012.750000	1.7127186477020198077513570339
22.294	41.605663	42.929081	999.900024	999.900024	2000011.125000	2.4322784921691153788526454024
22.359	41.588051	42.904675	999.900024	999.900024	2000009.625000	1.6597119393941566846050975738
22.424	41.566353	42.861496	999.900024	999.900024	2000006.250000	-4.1933147486226486920022750145
22.484	41.566353	42.861496	999.900024	999.900024	2000009.625000	-3.8826378655854904332370836634
22.549	41.542141	42.822701	999.900024	999.900024	2000007.875000	-7.0607186473247273407791696651
22.611	41.515095	42.781086	999.900024	999.900024	2000007.875000	-9.819708924474365329566227715
22.672	41.515095	42.781086	999.900024	999.900024	2000007.875000	-7.6684704184704184704184704185
22.738	41.461948	42.745102	999.900024	999.900024	2000009.625000	-6.4057051632147208335083812965
22.799	41.461948	42.745102	999.900024	999.900024	2000011.125000	0.3516609125688158999720070915
22.865	41.435535	42.731960	999.900024	999.900024	2000011.125000	5.4465452085471680507604740132
22.928	41.389309	42.685341	999.900024	999.900024	2000011.125000	8.509678973578615849109954851
22.988	41.389309	42.685341	999.900024	999.900024	2000011.125000	6.7366354407280147030128911527
23.055	41.400631	42.652485	999.900024	999.900024	2000009.625000	6.5169339093128628430221142055
23.117	41.369499	42.596790	999.900024	999.900024	2000009.625000	4.0076341158371241048798574449
23.177	41.369499	42.596790	999.900024	999.900024	2000007.875000	-0.7599309073646889533374376015
23.243	41.340881	42.562370	999.900024	999.900024	2000009.625000	-3.7574856568533020645755684911
23.307	41.303143	42.533585	999.900024	999.900024	2000011.125000	-3.2746984312028371607264154528
23.365	41.303143	42.533585	999.900024	999.900024	2000011.125000	-1.2580676343917494038139017177
23.432	41.256287	42.506363	999.900024	999.900024	2000011.125000	0.8005399702259408126093981734
23.493	41.256287	42.506363	999.900024	999.900024	2000012.750000	4.5625988847343931502842366636
23.559	41.239624	42.468193	999.900024	999.900024	2000011.125000	6.2001046295049593824334634891
23.622	41.209747	42.434711	999.900024	999.900024	2000012.750000	7.5207468879668049792531120332
23.68	41.209747	42.434711	999.900024	999.900024	2000011.125000	6.3719677944875009674895534441
23.744	41.206917	42.381519	999.900024	999.900024	2000006.250000	-2.6940202724319766938546602881
23.807	41.167610	42.347729	999.900024	999.900024	2000009.625000	-5.4528747282393678951314812791
23.871	41.167610	42.347729	999.900024	999.900024	2000006.250000	-9.773728584867826797446862737
23.92	41.121071	42.325199	999.900024	999.900024	2000015.875000	-3.0110607520573173669446020189
23.982	41.121071	42.325199	999.900024	999.900024	2000007.875000	-5.6735957264346458943757593082
24.047	41.084591	42.286400	999.900024	999.900024	2000007.875000	-5.2383469565619949156943217202
24.111	41.071381	42.267624	999.900024	999.900024	2000009.625000	-3.7361154274142615111627953604
24.173	41.071381	42.267624	999.900024	999.900024	2000011.125000	2.028991153710240334793156434
24.238	41.057549	42.210056	999.900024	999.900024	2000009.625000	4.3295819508827688477098358367
24.299	41.057549	42.210056	999.900024	999.900024	2000011.125000	2.0732796337499356595599211016
24.363	41.003777	42.195347	999.900024	999.900024	2000011.125000	3.0168576409860343192598560155
24.426	40.995598	42.144032	999.900024	999.900024	2000011.125000	-0.7276631222455559170635038008
24.489	40.995598	42.144032	999.900024	999.900024	2000011.125000	6.7841639503009217899592753437
24.552	40.956604	42.119629	999.900024	999.900024	2000007.875000	1.5815775244048056689694838717
24.616	40.915092	42.094597	999.900024	999.900024	2000009.625000	-1.7925910422771033905399748849
24.678	40.915092	42.094597	999.900024	999.900024	2000007.875000	-5.1548765173712850565089995814
24.741	40.917610	42.057049	999.900024	999.900024	2000007.875000	-6.0880098115108047863758032475
24.806	40.890564	42.004795	999.900024	999.900024	2000011.125000	-4.6594104312593023708418518182
24.868	40.890564	42.004795	999.900024	999.900024	2000011.125000	-1.6958765231096824617406729112
24.92	40.873585	41.977573	999.900024	999.900024	2000009.625000	-0.3152275194693064567144530215
24.996	40.873585	41.977573	999.900024	999.900024	2000011.125000	3.1059778697753959989502112277
25.061	40.838680	41.955360	999.900024	999.900024	2000011.125000	6.4562355339533388402260861324
25.126	40.792767	41.916561	999.900024	999.900024	2000006.250000	0.2989961975931837115119722202
25.189	40.792767	41.916561	999.900024	999.900024	2000009.625000	0.5221612213922851146209214746
25.254	40.779877	41.889648	999.900024	999.900024	2000007.875000	-3.3187697571797288985934633782
25.318	40.743710	41.841782	999.900024	999.900024	2000009.625000	-5.2964267543692191033633419787
25.379	40.743710	41.841782	999.900024	999.900024	2000009.625000	-3.6017717310081666762467777665
25.445	40.729557	41.810490	999.900024	999.900024	2000009.625000	-1.5278281490975415666086858543
25.509	40.724529	41.777008	999.900024	999.900024	2000011.125000	0.5592533789285132714541605602
25.56	40.724529	41.777008	999.900024	999.900024	2000009.625000	2.7507449461067131803747931482
25.636	40.671066	41.733517	999.900024	999.900024	2000009.625000	5.3008029080598831728877969851
25.698	40.671066	41.733517	999.900024	999.900024	2000007.875000	-0.0677447875819411355598632711
25.762	40.654091	41.724758	999.900024	999.900024	2000009.625000	0.4609691282126020058498573509
25.826	40.599373	41.689713	999.900024	999.900024	2000011.125000	0.280674994159761443432136428
25.902	40.599373	41.689713	999.900024	999.900024	2000009.625000	-0.0519023483322635621168190168
25.98	40.602516	41.650600	999.900024	999.900024	2000012.750000	2.9241482199519867925814293396
26.042	40.574528	41.609299	999.900024	999.900024	2000009.625000	1.7589936895778293510044615706
26.106	40.538364	41.583019	999.900024	999.900024	2000011.125000	3.866651494030515964458099817
26.152	40.538364	41.583019	999.900024	999.900024	2000009.625000	2.9886997577807533716321058455
26.218	40.504402	41.563931	999.900024	999.900024	2000011.125000	3.435464603051796006148581634
26.278	40.504402	41.563931	999.900024	999.900024	2000011.125000	1.2393500129791160688568776869
26.343	40.467609	41.523880	999.900024	999.900024	2000011.125000	0.3933838562188684856144524571
26.408	40.454716	41.504478	999.900024	999.900024	2000011.125000	1.2272795901072461791722270385
26.469	40.454716	41.504478	999.900024	999.900024	2000011.125000	-0.0833142924421464555505777622
26.534	40.450314	41.457859	999.900024	999.900024	2000009.625000	0.8038938332996547210093040827
26.596	40.450314	41.457859	999.900024	999.900024	2000009.625000	-1.591872345091607748160932144
26.66	40.399368	41.428444	999.900024	999.900024	2000006.250000	-5.5148024239654519505145444377
26.721	40.393711	41.384953	999.900024	999.900024	2000009.625000	-6.6448703918734911074540335987
26.784	40.393711	41.384953	999.900024	999.900024	2000011.125000	-4.1844586305496764942695791314
26.848	40.361320	41.377754	999.900024	999.900024	2000011.125000	-1.7131165304564947918174880223
26.913	40.320755	41.336456	999.900024	999.900024	2000012.750000	2.5108780050838594453615608399
26.976	40.320755	41.336456	999.900024	999.900024	2000011.125000	4.5360871317958769478849548911
27.041	40.309433	41.301411	999.900024	999.900024	2000011.125000	6.5623699395827546461849098079
27.101	40.309433	41.301411	999.900024	999.900024	2000011.125000	6.625000691755564942934777596
27.167	40.311638	41.278259	999.900024	999.900024	2000009.625000	4.6960848336557166553694733304
27.229	40.283333	41.230698	999.900024	999.900024	2000006.250000	-5.1221314186097428479559110342
27.29	40.283333	41.230698	999.900024	999.900024	2000009.625000	-7.0669094320250841122875956997
27.356	40.268555	41.204414	999.900024	999.900024	2000009.625000	-7.015957919527205669977115688
27.42	40.208176	41.182198	999.900024	999.900024	2000011.125000	-4.9666834623264705773384560096
27.482	40.208176	41.182198	999.900024	999.900024	1999979.375000	-34.249541978652222399235303489
27.547	40.170757	41.141838	999.900024	999.900024	2000011.125000	-23.300548441005659837314301015
27.61	40.165092	41.117115	999.900024	999.900024	2000011.125000	-12.419568161424280070245105505
27.672	40.165092	41.117115	999.900024	999.900024	2000009.625000	-3.2275602230541530422886558212
27.735	40.153458	41.071434	999.900024	999.900024	2000009.625000	4.3930352382136394402773748843
27.796	40.153458	41.071434	999.900024	999.900024	2000009.625000	7.6203026436139306138221892315
27.862	40.102516	41.073315	999.900024	999.900024	2000009.625000	14.522005904761727305842993709
27.924	40.083649	41.011360	999.900024	999.900024	2000012.750000	24.688894303887875910630109822
27.986	40.083649	41.011360	999.900024	999.900024	2000011.125000	34.306160445718936973433691823
28.053	40.046856	41.000099	999.900024	999.900024	2000011.125000	1.6631102204856889723617318006
28.114	40.032078	40.966927	999.900024	999.900024	2000012.750000	4.5255408360845278393023806539
28.176	40.032078	40.966927	999.900024	999.900024	2000011.125000	5.2427692898564572883201893988
28.24	40.026100	40.927814	999.900024	999.900024	2000011.125000	3.9884929008510082265055283563
28.301	40.026100	40.927814	999.900024	999.900024	2000011.125000	2.3531291187607605168210538261
28.366	40.028931	40.894028	999.900024	999.900024	2000009.625000	-1.2973459461529623530312894948
28.429	39.980881	40.867119	999.900024	999.900024	2000009.625000	-4.9281379244774747650815281981
28.491	39.980881	40.867119	999.900024	999.900024	2000006.250000	-8.006136073062774770463857403
28.557	39.958527	40.841770	999.900024	999.900024	2000011.125000	-6.3317130757725981817265195691
28.621	39.908531	40.827065	999.900024	999.900024	2000011.125000	-4.6206726146202273486510978921
28.681	39.908531	40.827065	999.900024	999.900024	2000011.125000	-0.8595477607323727788524128507
28.745	39.890293	40.792961	999.900024	999.900024	2000009.625000	-0.3660169865156014740502275128
28.808	39.884998	40.770748	999.900024	999.900024	2000011.125000	2.0937934474842607518810884215
28.869	39.884998	40.770748	999.900024	999.900024	2000009.625000	3.0202534644083856449129456354
28.935	39.868237	40.730068	999.900024	999.900024	2000009.625000	2.3200761102751664854073864398
28.981	39.868237	40.730068	999.900024	999.900024	2000012.750000	4.93016285690039576309759842
29.045	39.846470	40.686577	999.900024	999.900024	2000007.875000	-3.1129605149550128917391640913
29.108	39.818527	40.674057	999.900024	999.900024	2000012.750000	0.3231760019399364288466937064
29.171	39.818527	40.674057	999.900024	999.900024	1999944.500000	-72.198637720882531788025375965
29.238	39.790001	40.653721	999.900024	999.900024	2000009.625000	-53.498441635107484653982960543
29.296	39.790001	40.653721	999.900024	999.900024	2000009.625000	-37.016790554398429317286669507
29.363	39.795002	40.615551	999.900024	999.900024	2000009.625000	-18.227095318251604668800059192
29.427	39.738823	40.589581	999.900024	999.900024	2000011.125000	-0.0935080715977539076406062361
29.485	39.738823	40.589581	999.900024	999.900024	2000011.125000	16.505037288417704254069823891
29.552	39.732647	40.569870	999.900024	999.900024	2000011.125000	37.447646049826805222488675726
29.615	39.709412	40.519493	999.900024	999.900024	2000014.250000	55.641424360511590727418065548
29.677	39.709412	40.519493	999.900024	999.900024	2000011.125000	75.534576243800382772098309841
29.74	39.695000	40.489143	999.900024	999.900024	2000011.125000	5.2379963797865193700082107935
29.801	39.695000	40.489143	999.900024	999.900024	2000012.750000	5.33514621993559776298745807
29.857	39.660294	40.476311	999.900024	999.900024	2000009.625000	1.3806982049847186948474021781
29.926	39.624115	40.446899	999.900024	999.900024	2000006.250000	-6.3573736217428986135968604548
29.987	39.624115	40.446899	999.900024	999.900024	2000009.625000	-7.5179998874261711255761061094
30.054	39.614410	40.411541	999.900024	999.900024	2000009.625000	-8.294537887239337509654166309
30.116	39.599705	40.388702	999.900024	999.900024	2000011.125000	-6.9945163304106012882721829687
30.176	39.599705	40.388702	999.900024	999.900024	2000011.125000	-1.625560062455449577407419979
30.242	39.584705	40.353031	999.900024	999.900024	2000007.875000	-3.0224669126535123131879876527
30.3	39.584705	40.353031	999.900024	999.900024	2000011.125000	-0.1474613556788889915112637386
30.366	39.552944	40.333633	999.900024	999.900024	2000011.125000	4.8597918779888653888807943271
30.428	39.520588	40.288578	999.900024	999.900024	2000011.125000	6.2888725798494337760939400673
30.488	39.520588	40.288578	999.900024	999.900024	2000011.125000	2.7726347104429389714623754998
30.555	39.505585	40.267925	999.900024	999.900024	2000009.625000	0.8215239512490485744275787192
30.619	39.477646	40.232883	999.900024	999.900024	2000009.625000	-1.1097586497826937713681329871
30.678	39.477646	40.232883	999.900024	999.900024	2000009.625000	-1.0441363831959432664804799231
30.744	39.469116	40.219116	999.900024	999.900024	2000009.625000	-0.5797783417824898053497707548
30.807	39.467941	40.166233	999.900024	999.900024	2000011.125000	-2.3797322430551758712942944807
30.868	39.467941	40.166233	999.900024	999.900024	2000011.125000	-0.8061739488247495402289198109
30.935	39.447056	40.138390	999.900024	999.900024	2000012.750000	2.5023649854540679599260959384
30.995	39.447056	40.138390	999.900024	999.900024	2000012.750000	5.3574668508185005942969707517
31.061	39.410587	40.135262	999.900024	999.900024	2000011.125000	6.1029856052006537943555011449
31.125	39.386177	40.089581	999.900024	999.900024	2000012.750000	6.5397792061857665791246970676
31.197	39.386177	40.089581	999.900024	999.900024	2000011.125000	4.3586572089337524937381707292
31.259	39.384998	40.073307	999.900024	999.900024	2000012.750000	3.6015235135329974447906570653
31.323	39.353825	40.050777	999.900024	999.900024	2000011.125000	0.3906023001621841503293870284
31.383	39.353825	40.050777	999.900024	999.900024	2000011.125000	-1.2595699539160754062104834315
31.448	39.342648	40.013859	999.900024	999.900024	2000009.625000	-4.4789803339201242030805632482
31.512	39.329411	39.993645	999.900024	999.900024	2000011.125000	-3.6817261136468158200694380817
31.574	39.329411	39.993645	999.900024	999.900024	2000009.625000	-4.0255001858653683525997183529
31.639	39.297646	39.963795	999.900024	999.900024	2000009.625000	-5.7075850867991890268047308599
31.701	39.297646	39.963795	999.900024	999.900024	2000009.625000	-4.8536575728981215921609824803
31.765	39.268234	39.951797	999.900024	999.900024	2000009.625000	-5.2639608163537224371435947211
31.826	39.237644	39.923992	999.900024	999.900024	2000009.625000	-3.1665092650488625336527132761
31.888	39.237644	39.923992	999.900024	999.900024	2000011.125000	-0.8095014976823574691678240934
31.965	39.239117	39.921947	999.900024	999.900024	2000009.625000	-0.0245821042281219272369714848
32.027	39.240002	39.876293	999.900024	999.900024	2000009.625000	-0.802613535532790191175284343
32.073	39.240002	39.876293	999.900024	999.900024	2000012.750000	3.5181020371669486512881882832
32.154	39.210590	39.857567	999.900024	999.900024	2000009.625000	2.254568659784499311030292078
32.214	39.211178	39.810741	999.900024	999.900024	2000011.125000	2.602988691437802907915993538
32.268	39.211178	39.810741	999.900024	999.900024	2000009.625000	1.0640201757561794424513708324
32.325	39.179707	39.792595	999.900024	999.900024	2000007.875000	-2.317112234568969734371413412
32.385	39.179707	39.792595	999.900024	999.900024	2000007.875000	-5.4510732933668536066524850126
32.452	39.170296	39.778839	999.900024	999.900024	2000009.625000	-4.1886746377729139156702783858
32.516	39.153530	39.759525	999.900024	999.900024	2000011.125000	-2.7793807334905193081175328406
32.574	39.153530	39.759525	999.900024	999.900024	2000011.125000	-1.835393273316783136468447138
32.652	39.150295	39.731724	999.900024	999.900024	2000009.625000	1.4046956760820032232683707285
32.713	39.144707	39.709484	999.900024	999.900024	2000007.875000	-0.8091422811839422121222019496
32.775	39.144707	39.709484	999.900024	999.900024	2000009.625000	1.2542336431106344075959025893
32.835	39.141762	39.672611	999.900024	999.900024	2000007.875000	0.0264991858737516433948886411
32.901	39.141762	39.672611	999.900024	999.900024	2000011.125000	0.349697640564214452745437914
32.965	39.111473	39.655930	999.900024	999.900024	2000009.625000	-1.7448993522473746798061412553
33.027	39.104706	39.649200	999.900024	999.900024	2000011.125000	-0.4675210882334039065392305861
33.086	39.104706	39.649200	999.900024	999.900024	2000011.125000	2.4125124495224266457093947482
33.148	39.095001	39.615253	999.900024	999.900024	2000011.125000	5.5136090822043744194505197618
33.213	39.095589	39.596817	999.900024	999.900024	2000014.250000	9.767863535493476933536794387
33.272	39.095589	39.596817	999.900024	999.900024	2000011.125000	7.1696193577395732201516153884
33.338	39.088825	39.578381	999.900024	999.900024	2000012.750000	7.7273633910736965574760028715
33.4	39.088825	39.578381	999.900024	999.900024	2000009.625000	1.7440082359833212722698921396
33.465	39.094410	39.547943	999.900024	999.900024	2000009.625000	-0.3558986235500558328205829402
33.527	39.078236	39.520142	999.900024	999.900024	2000007.875000	-5.8488990639411480492037201712
33.589	39.078236	39.520142	999.900024	999.900024	2000009.625000	-6.9927008762865445809380630673
33.638	39.067352	39.504631	999.900024	999.900024	2000012.750000	-4.7260620930723875007202258628
33.7	39.067352	39.504631	999.900024	999.900024	2000011.125000	-4.4803771183932763825043896857
33.763	39.082939	39.482975	999.900024	999.900024	2000011.125000	0.1721267212672126721267212672
33.83	39.053528	39.467758	999.900024	999.900024	2000006.250000	-4.0105195440624830110722505119
33.889	39.053528	39.467758	999.900024	999.900024	2000007.875000	-2.7587050621033407662270833123
33.955	39.071762	39.434395	999.900024	999.900024	2000011.125000	-0.8453678236084002655657999171
34.017	39.070000	39.420643	999.900024	999.900024	2000011.125000	0.6164027712685862557836680661
34.08	39.070000	39.420643	999.900024	999.900024	2000011.125000	-0.6451266638042078145126663804
34.145	39.062649	39.394012	999.900024	999.900024	2000009.625000	-2.0349352272077103523883525249
34.209	39.051472	39.359478	999.900024	999.900024	2000011.125000	2.1962796652745797333328434853
34.267	39.051472	39.359478	999.900024	999.900024	2000011.125000	4.751977617169698719085084641
34.333	39.043823	39.342800	999.900024	999.900024	2000007.875000	3.8877504606789433604909434761
34.395	39.043823	39.342800	999.900024	999.900024	2000007.875000	-2.5528772945566506584561837988
34.461	39.062649	39.312073	999.900024	999.900024	2000007.875000	-7.3425114823750890593288600592
34.524	39.052353	39.291878	999.900024	999.900024	2000009.625000	-5.9312823826402665316358203263
34.587	39.052353	39.291878	999.900024	999.900024	2000011.125000	-2.5647617365476004427647086566
34.651	39.068527	39.274323	999.900024	999.900024	2000011.125000	0.8001338749884590527190471794
34.711	39.075588	39.239784	999.900024	999.900024	2000012.750000	3.8719990345865829728445111069
34.772	39.075588	39.239784	999.900024	999.900024	2000011.125000	6.3941295417059541789396682882
34.837	39.053822	39.226326	999.900024	999.900024	2000011.125000	9.02322041846737936979969616
34.898	39.053822	39.226326	999.900024	999.900024	2000011.125000	7.3041430871062987485111988963
34.964	39.070885	39.225151	999.900024	999.900024	2000006.250000	-0.5746062679420408255891797438
35.028	39.046173	39.205841	999.900024	999.900024	2000007.875000	-6.2309395364044285102257097116
35.09	39.046173	39.205841	999.900024	999.900024	2000009.625000	-7.6607090066086383809958611812
35.156	39.063824	39.180084	999.900024	999.900024	2000009.625000	-7.0641544224792825666394967678
35.221	39.076469	39.150822	999.900024	999.900024	2000011.125000	-4.4835264167818373877369794913
35.28	39.076469	39.150822	999.900024	999.900024	2000011.125000	0.0802628523026900009563233466
35.344	39.086468	39.136192	999.900024	999.900024	2000011.125000	2.9937467669503357793881353372
35.409	39.082062	39.114830	999.900024	999.900024	2000009.625000	4.3268619892481473118997103161
35.467	39.082062	39.114830	999.900024	999.900024	2000011.125000	7.739011548297316366455556764
35.53	39.069412	39.110439	999.900024	999.900024	2000011.125000	4.6513391218125257631768966628
35.591	39.069412	39.110439	999.900024	999.900024	2000012.750000	4.1203737112667898507927525195
35.655	39.066765	39.099609	999.900024	999.900024	2000009.625000	1.2827230401650629532615657203
35.717	39.089706	39.077366	999.900024	999.900024	2000009.625000	-1.5789768417531011131609483258
35.779	39.089706	39.077366	999.900024	999.900024	2000009.625000	-2.4131498318642808091585360364
35.845	39.097645	39.049274	999.900024	999.900024	2000007.875000	-4.7387415996498244831048895831
35.905	39.104706	39.044006	999.900024	999.900024	2000009.625000	-4.299307340759782919165952585
35.967	39.104706	39.044006	999.900024	999.900024	2000011.125000	-3.8264402505029896001586896767
36.029	39.098824	39.039322	999.900024	999.900024	2000009.625000	-3.4006047203227700642130585494
36.091	39.098824	39.039322	999.900024	999.900024	2000011.125000	-0.978534874185661569300390275
36.152	39.117058	39.027321	999.900024	999.900024	2000011.125000	3.6573604303875019145351508654
36.216	39.093533	39.023811	999.900024	999.900024	2000012.750000	6.2772429097798155120445866644
36.278	39.093533	39.023811	999.900024	999.900024	2000011.125000	6.3215384393881948677093781645
36.342	39.100296	39.015621	999.900024	999.900024	2000011.125000	5.9475243620958597387945870963
36.406	39.124413	39.005085	999.900024	999.900024	2000009.625000	1.2093199679503571489456008456
36.468	39.124413	39.005085	999.900024	999.900024	2000007.875000	-3.4783391632260099524035949174
36.532	39.143528	38.990742	999.900024	999.900024	2000006.250000	-7.4119246891253452215726682648
36.593	39.143528	38.990742	999.900024	999.900024	2000011.125000	-6.8718349247940339119699680028
36.656	39.156178	38.987522	999.900024	999.900024	2000011.125000	-4.7604414011277515290676744182
36.718	39.146763	38.977867	999.900024	999.900024	2000009.625000	-4.2495469026150191933177985658
36.778	39.146763	38.977867	999.900024	999.900024	2000011.125000	0.413120171291940305288884766
36.843	39.133530	38.965282	999.900024	999.900024	2000007.875000	-0.0747843025727702388437038989
36.904	39.142059	38.965866	999.900024	999.900024	2000011.125000	3.787520189110646367107599712
36.966	39.142059	38.965866	999.900024	999.900024	2000012.750000	7.3785549934499092953789038205
37.029	39.180000	38.956211	999.900024	999.900024	2000009.625000	4.4247511692049406403645521046
37.106	39.185589	38.948017	999.900024	999.900024	2000011.125000	0.4645452145764736937162227872
37.183	39.185589	38.948017	999.900024	999.900024	2000009.625000	0.0157202389038118566752406785
37.245	39.194412	38.928993	999.900024	999.900024	2000009.625000	-0.0025286623881699058831859123
37.309	39.197647	38.924313	999.900024	999.900024	2000009.625000	-1.4274360754880523215727990859
37.37	39.197647	38.924313	999.900024	999.900024	2000009.625000	-1.0334216528038636973437080762
37.42	39.183235	38.938652	999.900024	999.900024	2000015.875000	1.6185946544809216087069258719
37.481	39.183235	38.938652	999.900024	999.900024	2000011.125000	1.9763139148329903435174924806
37.545	39.196762	38.927238	999.900024	999.900024	2000009.625000	3.0958870615954411204930080325
37.607	39.209118	38.929581	999.900024	999.900024	2000007.875000	-1.2364683020994424975006636935
37.681	39.209118	38.929581	999.900024	999.900024	2000011.125000	0.469137066026477365658123412
37.745	39.234116	38.922848	999.900024	999.900024	2000009.625000	-1.5774555640546069949658392792
37.807	39.234409	38.916412	999.900024	999.900024	2000011.125000	-1.8964526298885160548714004378
37.87	39.234409	38.916412	999.900024	999.900024	2000011.125000	-2.5634355566843912070985555455
37.934	39.242943	38.927238	999.900024	999.900024	2000009.625000	-5.1018177771772392360089974804
37.981	39.242943	38.927238	999.900024	999.900024	2000012.750000	3.335072597145416149680769768
38.044	39.241470	38.939240	999.900024	999.900024	2000009.625000	3.5425985504048278167710187038
38.107	39.241764	38.938362	999.900024	999.900024	2000011.125000	3.6510778691051968531684153959
38.168	39.241764	38.938362	999.900024	999.900024	2000011.125000	0.7912889540029911790739553765
38.234	39.270294	38.932213	999.900024	999.900024	2000009.625000	-0.0906632003589476013651378233
38.295	39.270294	38.932213	999.900024	999.900024	2000007.875000	-4.5671750799313838397667694835
38.36	39.273529	38.949776	999.900024	999.900024	2000007.875000	-6.4131333149667179154483972166
38.424	39.299118	38.918751	999.900024	999.900024	2000009.625000	-5.3734445607728470955378194726
38.486	39.299118	38.918751	999.900024	999.900024	2000011.125000	-4.2794468853707834554929183275
38.549	39.294117	38.943626	999.900024	999.900024	2000011.125000	0.3245959734824183545657287752
38.615	39.306473	38.947723	999.900024	999.900024	2000012.750000	2.9660738388322306116519494084
38.675	39.306473	38.947723	999.900024	999.900024	2000011.125000	5.0302949236951933312951005058
38.738	39.308823	38.948895	999.900024	999.900024	2000011.125000	7.1496542440682494563644325038
38.799	39.308823	38.948895	999.900024	999.900024	2000012.750000	8.984027463027311947088348357
38.864	39.337940	38.956211	999.900024	999.900024	2000009.625000	4.3558290548927983438778609922
38.928	39.357059	38.957966	999.900024	999.900024	2000004.750000	-5.9587028108387560830326938422
38.99	39.357059	38.957966	999.900024	999.900024	2000007.875000	-9.7600846138301136916478927
39.055	39.360882	38.962067	999.900024	999.900024	2000007.875000	-11.097892788197002620608615367
39.12	39.348530	38.971138	999.900024	999.900024	2000012.750000	-6.3553981848206226914102390647
39.181	39.348530	38.971138	999.900024	999.900024	2000011.125000	-1.7309136898084978834363725299
39.245	39.362061	38.984596	999.900024	999.900024	2000009.625000	-0.39037352975160986811094747
39.309	39.380882	38.992207	999.900024	999.900024	2000011.125000	2.9059190703252983852094547157
39.37	39.380882	38.992207	999.900024	999.900024	2000011.125000	8.403648944643568299482277977
39.435	39.395588	39.000988	999.900024	999.900024	2000009.625000	8.610108802982622899382619208
39.496	39.395588	39.000988	999.900024	999.900024	2000009.625000	2.4094272775656514893861648329
